CUST_ID,GENDER,ADDRESS,EMAIL_ID,STATE,ZIP,FIRST_NAME,LAST_NAME,TENURE_YEARS,AGE,EDUCATION_STATUS,MARITAL_STATUS,NO_OF_CHILDRENS,NO_OF_DEPENDENTS,HOUSE_OWNERSHIP,OCCUPATION,PURCHASE_HABITS_APPAREL,NPS_FEEDBACK,NPS_SCORE,NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS
873729450796,M,896 Maple Ln CLARKSVILLE,collin.taheri@example.com,AR,728303792,COLLIN,TAHERI,11,47,BACHELOR,SINGLE,3,4,OWN,AGENT,0,"Professional team, smooth process from start to finish.",10,18
683680864644,F,4744 Chestnut Ave HARLEYSVILLE,denise.giffroyhouser@yahoo.com,PA,194381728,DENISE,GIFFROY-HOUSER,12,40,MASTER,MARRIED,2,2,OTHER,AGENT,0,Claims process is confusing and took too long.,1,7
356844156124,M,6224 Elm Ave AMELIA,natalie.fouts@example.com,OH,451021148,NATALIE,FOUTS,2,45,BACHELOR,DIVORCED,3,4,RENT,AGENT,1,I felt pressured into products that weren’t a good fit.,4,10
387817482160,F,3260 Lake Pl LUBBOCK,brad.pitts@example.com,TX,79416,BRAD,PITTS,18,56,BACHELOR,SINGLE,0,0,OTHER,AGENT,1,Hard to reach anyone who could actually help.,0,7
58999060950,M,2050 Oak Pl CONYERS,kenneth.burnett@yahoo.com,GA,30094,KENNETH,BURNETT,16,63,BACHELOR,DIVORCED,2,2,OTHER,AGENT,0,Reliable products at a fair price; I’m satisfied.,9,4
858524547137,M,3237 Pine Dr HOUSTON,audrey.casas@gmail.com,TX,77055,AUDREY,CASAS,16,43,ASSOCIATE,DIVORCED,1,2,MORTGAGE,AGENT,1,Great value and fast claims support.,10,12
461299448396,F,2496 Hill Ln WINSTON SALEM,daniel.mensh@hotmail.com,NC,271043248,DANIEL,MENSH,15,56,MASTER,DIVORCED,1,2,MORTGAGE,AGENT,0,Premiums keep rising while support is unresponsive.,1,7
630502908859,F,6959 Elm Ct TALLAHASSEE,manuel.herranz@outlook.com,FL,32309,MANUEL,HERRANZ,12,33,DOCTORATE,DIVORCED,2,3,OTHER,AGENT,1,Hard to reach anyone who could actually help.,6,7
821669184537,F,637 River Dr BELMONT,alfred.hudson@mail.com,NC,280120110,ALFRED,HUDSON,19,64,HIGH_SCHOOL,SINGLE,2,2,OTHER,AGENT,1,Excellent service and clear communication—highly recommend.,10,18
886098046985,F,5085 Willow Blvd SEMMES,tracy.parker@gmail.com,AL,365756626,TRACY,PARKER,6,31,MASTER,WIDOWED,0,1,RENT,ADJUSTER,0,Hard to reach anyone who could actually help.,0,7
699199633541,F,1641 Hill Way CYPRESS,robert.horswell@gmail.com,TX,77429,ROBERT,HORSWELL,9,32,BACHELOR,WIDOWED,2,3,OWN,AGENT,0,I felt pressured into products that weren’t a good fit.,1,7
721814174127,F,8227 River Dr LINCOLN,erin.little@mail.com,RI,02865,ERIN,LITTLE,1,57,BACHELOR,DIVORCED,2,2,OTHER,ADJUSTER,1,"Overall okay, but there’s room to improve response times.",8,15
762876484653,F,7753 Cedar St POWELL,luis.leon@mail.com,TN,37849,LUIS,LEON,12,63,HIGH_SCHOOL,WIDOWED,0,0,OWN,AGENT,1,"Professional team, smooth process from start to finish.",9,8
45744827208,F,5308 Cedar Rd SAN ANTONIO,saida.volpe@yahoo.com,TX,782094489,SAIDA,VOLPE,5,25,DOCTORATE,MARRIED,1,1,RENT,AGENT,1,Reliable products at a fair price; I’m satisfied.,9,9
29720140212,M,7312 River Ter WAXAHACHIE,robert.king@yahoo.com,TX,76157,ROBERT,KING,20,25,BACHELOR,MARRIED,1,1,RENT,AGENT,0,Easy to work with; I feel well covered.,10,3
784281085988,M,8088 Spruce Rd GREENSBORO,tamara.seaton@hotmail.com,NC,27406,TAMARA,SEATON,6,60,BACHELOR,SINGLE,2,2,OTHER,AGENT,0,Premiums keep rising while support is unresponsive.,3,7
353848335444,M,6544 Chestnut Ave PFLUGERVILLE,chibuzo.ajoku@yahoo.com,TX,78660,CHIBUZO,AJOKU,14,35,DOCTORATE,WIDOWED,1,2,MORTGAGE,ADJUSTER,0,Easy to work with; I feel well covered.,10,6
612688953218,M,3318 Spruce Rd SILVER SPRING,richard.sohn@hotmail.com,MD,20906,RICHARD,SOHN,18,34,DOCTORATE,SINGLE,1,2,OWN,AGENT,1,"Professional team, smooth process from start to finish.",9,11
394821219690,M,3790 Oak Pl WINTER HAVEN,eric.greenhow@yahoo.com,FL,338803919,ERIC,GREENHOW,4,48,DOCTORATE,MARRIED,0,1,OTHER,AGENT,0,Products are decent; service quality varies by rep.,8,11
793418977076,M,1176 Hill Ln LIMA,alycia.music@hotmail.com,OH,458051737,ALYCIA,MUSIC,5,42,HIGH_SCHOOL,MARRIED,3,3,OWN,AGENT,1,Service was slow and the experience was frustrating.,5,9
254065436349,M,8449 Chestnut Ct ANTELOPE,monica.fuse@mail.com,CA,958435533,MONICA,FUSE,1,64,BACHELOR,MARRIED,0,1,OTHER,AGENT,0,Easy to work with; I feel well covered.,10,6
30845238629,M,6729 Meadow Ct NAVARRE,jessica.perruchon@gmail.com,FL,32566,JESSICA,PERRUCHON,5,28,ASSOCIATE,WIDOWED,0,1,OWN,ADJUSTER,1,"Overall okay, but there’s room to improve response times.",8,2
800628074352,F,8452 River Ter SPRING,esmeralda.aguilar@yahoo.com,TX,77373,ESMERALDA,AGUILAR,2,40,DOCTORATE,SINGLE,1,1,RENT,AGENT,0,Excellent service and clear communication—highly recommend.,10,10
616684392929,F,1029 Meadow Ct COHOES,jeremy.prusky@gmail.com,NY,12047,JEREMY,PRUSKY,8,59,ASSOCIATE,MARRIED,1,1,OTHER,AGENT,0,"Overall okay, but there’s room to improve response times.",8,10
145238820523,F,6623 Sunset St MESA,kirsten.brown@outlook.com,AZ,852138680,KIRSTEN,BROWN,14,58,ASSOCIATE,MARRIED,3,4,OTHER,ADJUSTER,0,"Experience was fine, nothing exceptional.",8,15
290386217527,M,2627 Ash Dr FORT LAUDERDALE,joanel.alincy@outlook.com,FL,333114803,JOANEL,ALINCY,6,55,ASSOCIATE,WIDOWED,2,2,OWN,ADJUSTER,1,Service was slow and the experience was frustrating.,2,7
425104448893,F,5993 Sunset St LANTANA,michael.jones@outlook.com,TX,76226,MICHAEL,JONES,3,55,DOCTORATE,MARRIED,2,2,MORTGAGE,AGENT,1,Easy to work with; I feel well covered.,10,2
109689030949,M,1049 Elm Ct LUBBOCK,james.butts@outlook.com,TX,79407,JAMES,BUTTS,9,35,HIGH_SCHOOL,SINGLE,3,3,OTHER,AGENT,1,Reliable products at a fair price; I’m satisfied.,10,18
332408359737,M,1837 River Dr LITTLE ROCK,ryan.bartholomew@mail.com,AR,722122067,RYAN,BARTHOLOMEW,13,61,ASSOCIATE,DIVORCED,3,3,OTHER,AGENT,1,Premiums keep rising while support is unresponsive.,2,7
760633183059,F,1159 Chestnut Ct ROSENBERG,hieu.tran@mail.com,TX,77469,HIEU,TRAN,8,34,ASSOCIATE,DIVORCED,0,1,RENT,AGENT,0,Communication is fair; some steps could be simpler.,8,12
332757735892,F,6992 Ash Ter DUBLIN,frances.rios@example.com,OH,430169572,FRANCES,RIOS,15,27,DOCTORATE,MARRIED,3,4,MORTGAGE,ADJUSTER,0,Reliable products at a fair price; I’m satisfied.,10,5
850846693662,M,4762 River Ter PASADENA,roberto.guerrero@yahoo.com,TX,77502,ROBERTO,GUERRERO,10,25,MASTER,SINGLE,2,2,MORTGAGE,AGENT,0,Claims process is confusing and took too long.,4,10
465634617267,M,6367 River Dr TUCSON,robert.cabral@mail.com,AZ,85713,ROBERT,CABRAL,13,42,BACHELOR,WIDOWED,1,2,MORTGAGE,AGENT,1,Excellent service and clear communication—highly recommend.,10,12
210052277984,M,9084 Meadow Ave SAN ANTONIO,beatrice.nunez@hotmail.com,TX,782095710,BEATRICE,NUNEZ,17,28,BACHELOR,WIDOWED,0,0,MORTGAGE,AGENT,1,Premiums keep rising while support is unresponsive.,4,6
441087761360,F,2460 Willow Pl CEDAR PARK,jose.jr@hotmail.com,TX,786137692,JOSE,JR,4,29,ASSOCIATE,WIDOWED,2,3,OTHER,AGENT,1,Excellent service and clear communication—highly recommend.,10,3
900310875384,M,6484 Chestnut Ave KATY,paul.dickens@yahoo.com,TX,774945584,PAUL,DICKENS,7,46,HIGH_SCHOOL,WIDOWED,1,1,OTHER,AGENT,0,"Overall okay, but there’s room to improve response times.",8,15
607519677520,F,3620 Lake Pl CENTENNIAL,jeffrey.martin@example.com,CO,80112,JEFFREY,MARTIN,2,66,ASSOCIATE,WIDOWED,0,0,OWN,AGENT,0,Easy to work with; I feel well covered.,9,1
946819515392,F,3492 Pine Ter EAGLE PASS,alexia.villarreal@hotmail.com,TX,788524196,ALEXIA,VILLARREAL,8,29,DOCTORATE,MARRIED,0,1,RENT,AGENT,1,Premiums keep rising while support is unresponsive.,1,6
58758427333,M,1433 Sunset St SULPHUR SPRINGS,dena.garrison@outlook.com,TX,75482,DENA,GARRISON,15,64,MASTER,DIVORCED,1,1,RENT,ADJUSTER,0,Service was slow and the experience was frustrating.,4,10
703515680214,N,8314 Chestnut Ave LONGVIEW,richard.ii@yahoo.com,TX,756049828,RICHARD,II,3,66,MASTER,DIVORCED,0,0,MORTGAGE,AGENT,1,Excellent service and clear communication—highly recommend.,10,12
269203157618,F,8718 Spruce Rd ARLINGTON,phillip.kennedy@hotmail.com,VA,222032478,PHILLIP,KENNEDY,15,52,MASTER,MARRIED,0,1,OWN,AGENT,1,Coverage is acceptable for the price point.,7,3
848087310362,M,3462 Pine Ter RICHMOND,edward.kopec@hotmail.com,VA,232294734,EDWARD,KOPEC,20,32,BACHELOR,WIDOWED,0,1,OWN,AGENT,0,Claims process is confusing and took too long.,0,2
809533264864,M,4964 Elm Ave COLCHESTER,christopher.haydimauro@example.com,CT,06415,CHRISTOPHER,HAY-DIMAURO,1,24,DOCTORATE,MARRIED,3,3,OTHER,ADJUSTER,1,"Overall okay, but there’s room to improve response times.",7,1
7900636082,M,4182 Pine Ter ODESSA,cheyenne.ruiz@hotmail.com,TX,797613523,CHEYENNE,RUIZ,12,65,HIGH_SCHOOL,MARRIED,0,1,MORTGAGE,AGENT,0,Excellent service and clear communication—highly recommend.,10,1
285371624968,F,3068 Sunset Rd TAMPA,melissa.walker@example.com,FL,336195178,MELISSA,WALKER,8,63,HIGH_SCHOOL,MARRIED,0,0,MORTGAGE,ADJUSTER,1,I felt pressured into products that weren’t a good fit.,0,7
206743371806,F,6906 Hill Ln BEAVER BAY,gregory.hanson@hotmail.com,MN,556010368,GREGORY,HANSON,4,65,MASTER,MARRIED,3,3,RENT,AGENT,0,Easy to work with; I feel well covered.,10,5
682251805695,F,1795 Oak Blvd COLUMBIA,cathryn.sappington@mail.com,MO,652036399,CATHRYN,SAPPINGTON,7,60,HIGH_SCHOOL,WIDOWED,3,3,OTHER,AGENT,1,Easy to work with; I feel well covered.,10,18
678194014357,M,4457 Ash Dr FLOWERY BRANCH,troy.shaw@outlook.com,GA,305422722,TROY,SHAW,11,53,BACHELOR,DIVORCED,3,4,MORTGAGE,ADJUSTER,0,"Experience was fine, nothing exceptional.",8,15
941124237346,F,6446 Maple Ln PLANO,bersheka.washington@example.com,TX,75023,BERSHEKA,WASHINGTON,19,42,HIGH_SCHOOL,SINGLE,2,2,MORTGAGE,AGENT,0,Reliable products at a fair price; I’m satisfied.,9,3
87254344725,F,1825 Oak Blvd STEPHENVILLE,steven.patterson@mail.com,TX,764013702,STEVEN,PATTERSON,2,34,BACHELOR,WIDOWED,3,4,OWN,ADJUSTER,1,"Overall okay, but there’s room to improve response times.",7,15
190581988281,M,4381 Birch Way OFALLON,brenda.chitty@mail.com,MO,63366,BRENDA,CHITTY,3,38,DOCTORATE,DIVORCED,0,0,OWN,ADJUSTER,0,"Overall okay, but there’s room to improve response times.",8,4
852203156701,F,5801 Maple Way FORT WORTH,shiva.adhikari@outlook.com,TX,761311933,SHIVA,ADHIKARI,17,42,HIGH_SCHOOL,WIDOWED,1,2,OTHER,AGENT,0,I felt pressured into products that weren’t a good fit.,0,7
210257622633,F,733 Cedar St LOS ANGELES,cassidy.szarnicki@mail.com,CA,900104309,CASSIDY,SZARNICKI,8,55,BACHELOR,DIVORCED,0,1,OTHER,AGENT,1,Service was slow and the experience was frustrating.,2,7
928318484166,F,2266 Birch Ln PLANT CITY,cali.somerville@yahoo.com,FL,335631075,CALI,SOMERVILLE,19,64,HIGH_SCHOOL,SINGLE,2,2,OWN,AGENT,1,Coverage is acceptable for the price point.,8,15
360790047294,M,394 Chestnut Ave AUSTIN,evelyne.jones@yahoo.com,TX,78753,EVELYNE,JONES,19,41,ASSOCIATE,SINGLE,0,0,MORTGAGE,AGENT,0,Coverage is acceptable for the price point.,8,15
336316117171,F,4271 Maple Way ATHENS,charles.buffington@outlook.com,GA,306051258,CHARLES,BUFFINGTON,3,67,BACHELOR,DIVORCED,0,1,OWN,AGENT,1,Premiums keep rising while support is unresponsive.,0,7
629038330416,M,7516 Birch Ln DALLAS,katie.western@yahoo.com,TX,752660042,KATIE,WESTERN,8,42,ASSOCIATE,SINGLE,0,1,OTHER,ADJUSTER,1,Premiums keep rising while support is unresponsive.,4,10
589722759045,F,145 Oak Blvd CHESTER,charlita.millard@mail.com,VA,23831,CHARLITA,MILLARD,13,57,HIGH_SCHOOL,SINGLE,3,4,RENT,AGENT,0,Premiums keep rising while support is unresponsive.,5,10
963267520748,F,4848 Spruce Rd LEAGUE CITY,patricia.brooks@hotmail.com,TX,775733692,PATRICIA,BROOKS,3,41,BACHELOR,WIDOWED,1,2,RENT,AGENT,1,Communication is fair; some steps could be simpler.,7,15
790137927300,F,400 Oak Pl FORT LAUDERDALE,shanna.grey@yahoo.com,FL,333121314,SHANNA,GREY,1,26,ASSOCIATE,SINGLE,3,4,OTHER,AGENT,1,Hard to reach anyone who could actually help.,1,7
990591247417,M,1517 Ash Dr CARROLLTON,soumyashree.dash@outlook.com,TX,75010,SOUMYASHREE,DASH,15,25,BACHELOR,DIVORCED,0,0,MORTGAGE,AGENT,0,"Experience was fine, nothing exceptional.",7,4
533392091873,M,8973 Spruce St SAN ANTONIO,amelia.garcia@gmail.com,TX,78229,AMELIA,GARCIA,5,50,MASTER,WIDOWED,2,2,RENT,ADJUSTER,1,Premiums keep rising while support is unresponsive.,1,4
964775427976,F,7076 Maple Ln SEBASTIAN,rebecca.adameit@example.com,TX,78594,REBECCA,ADAMEIT,2,55,MASTER,SINGLE,3,3,MORTGAGE,AGENT,1,Claims process is confusing and took too long.,6,10
22933500367,M,6467 Ash Dr HOUSTON,charquetta.green@outlook.com,TX,770773280,CHARQUETTA,GREEN,18,65,MASTER,WIDOWED,3,4,RENT,AGENT,0,Products are decent; service quality varies by rep.,8,3
944359698115,F,3215 Lake Blvd FORT WORTH,christine.mays@outlook.com,TX,76137,CHRISTINE,MAYS,16,51,BACHELOR,DIVORCED,3,4,OTHER,ADJUSTER,1,"Experience was fine, nothing exceptional.",8,5
791710847142,M,8242 River Ter PHOENIX,nicole.padilla@yahoo.com,AZ,85033,NICOLE,PADILLA,1,40,HIGH_SCHOOL,MARRIED,0,1,OWN,ADJUSTER,0,"Professional team, smooth process from start to finish.",9,16
157237361091,F,8191 Birch Way EL DORADO HILLS,evan.pedego@mail.com,CA,95762,EVAN,PEDEGO,16,36,BACHELOR,MARRIED,1,2,OTHER,AGENT,0,"Professional team, smooth process from start to finish.",9,4
127949544787,M,887 Ash Dr LAKELAND,bryan.langenberg@outlook.com,FL,338031838,BRYAN,LANGENBERG,7,37,DOCTORATE,MARRIED,1,2,OWN,AGENT,0,Coverage is acceptable for the price point.,7,13
146528310954,M,4054 Chestnut Ave BELLE ISLE,zulaika.soto@yahoo.com,FL,328122936,ZULAIKA,SOTO,14,38,ASSOCIATE,WIDOWED,3,4,RENT,AGENT,1,Premiums keep rising while support is unresponsive.,3,7
841080473699,F,8799 Meadow Ct SAN ANTONIO,taelyer.guevara@gmail.com,TX,78213,TAELYER,GUEVARA,6,37,HIGH_SCHOOL,DIVORCED,2,3,OTHER,AGENT,1,Communication is fair; some steps could be simpler.,8,15
198925962278,F,6378 Spruce Rd PLANO,lauren.fabry@hotmail.com,TX,750244119,LAUREN,FABRY,11,38,MASTER,WIDOWED,1,1,OTHER,AGENT,0,I felt pressured into products that weren’t a good fit.,1,7
687896571312,M,3412 River Ter THORNTON,bohart.schomburg@yahoo.com,CO,80602,BOHART,SCHOMBURG,5,42,HIGH_SCHOOL,WIDOWED,2,3,OWN,AGENT,1,Products are decent; service quality varies by rep.,7,5
180000768139,F,3239 Elm Ct MARSHALL,kenneth.bretches@outlook.com,TX,756711383,KENNETH,BRETCHES,3,57,DOCTORATE,DIVORCED,1,2,OWN,AGENT,1,"Overall okay, but there’s room to improve response times.",8,9
583836036229,N,6329 Elm Ct SAN ANTONIO,william.mochel@outlook.com,TX,782091529,WILLIAM,MOCHEL,5,26,DOCTORATE,WIDOWED,3,4,OTHER,AGENT,0,"Professional team, smooth process from start to finish.",9,13
875163538579,M,1679 Elm Ct PLANO,madison.broyles@outlook.com,TX,750246623,MADISON,BROYLES,6,51,MASTER,MARRIED,1,1,OWN,AGENT,1,Reliable products at a fair price; I’m satisfied.,10,2
371326801416,M,4516 Birch Ln SAN ANTONIO,timothy.lucas@yahoo.com,TX,782592186,TIMOTHY,LUCAS,5,51,DOCTORATE,DIVORCED,1,2,MORTGAGE,AGENT,0,Hard to reach anyone who could actually help.,2,7
617603764446,F,4546 Birch Ln SEMINOLE,monica.contreras@yahoo.com,TX,793605429,MONICA,CONTRERAS,2,54,DOCTORATE,DIVORCED,2,2,OTHER,AGENT,0,Easy to work with; I feel well covered.,9,11
762389416772,M,1872 Pine Ter BOSTON,shaun.paine@hotmail.com,MA,021165066,SHAUN,PAINE,4,38,BACHELOR,MARRIED,3,3,RENT,ADJUSTER,0,Claims process is confusing and took too long.,0,2
712563358093,M,4193 Sunset St CYPRESS,kim.knox@outlook.com,TX,774297496,KIM,KNOX,16,30,HIGH_SCHOOL,DIVORCED,3,4,OTHER,AGENT,1,Reliable products at a fair price; I’m satisfied.,9,5
70840670815,F,5915 Lake Blvd MAGNA,mindy.langford@outlook.com,UT,840443251,MINDY,LANGFORD,20,29,DOCTORATE,WIDOWED,0,1,RENT,AGENT,1,Claims process is confusing and took too long.,3,3
153589389746,F,6846 Hill Ln KING OF PRUSSIA,philip.ferraro@hotmail.com,PA,194061146,PHILIP,FERRARO,0,58,ASSOCIATE,DIVORCED,0,1,OTHER,ADJUSTER,1,Hard to reach anyone who could actually help.,3,7
589980740693,M,5793 Spruce St EAST GREENWICH,william.burke@gmail.com,RI,028181438,WILLIAM,BURKE,19,63,DOCTORATE,MARRIED,1,1,OWN,ADJUSTER,1,Premiums keep rising while support is unresponsive.,0,7
717644294055,M,8155 Oak Blvd AUSTIN,juan.cedillo@mail.com,TX,78725,JUAN,CEDILLO,15,67,BACHELOR,MARRIED,2,3,OTHER,AGENT,0,Premiums keep rising while support is unresponsive.,5,10
706427416532,F,1632 Pine Ter EL PASO,luis.jr@hotmail.com,TX,799171185,LUIS,JR,2,50,BACHELOR,SINGLE,1,1,OTHER,AGENT,0,Claims process is confusing and took too long.,5,10
403738950107,M,3207 Pine Dr YORKTOWN,andrea.serf@gmail.com,IN,47396,ANDREA,SERF,2,43,HIGH_SCHOOL,DIVORCED,2,3,RENT,AGENT,0,Premiums keep rising while support is unresponsive.,3,6
721198823256,F,5356 Birch Ln HOUSTON,taijun.yin@yahoo.com,TX,77025,TAIJUN,YIN,4,60,ASSOCIATE,DIVORCED,1,1,OWN,AGENT,1,Excellent service and clear communication—highly recommend.,10,15
395977889778,M,2878 Cedar Rd MOUNT STERLING,josie.blankenship@yahoo.com,KY,40353,JOSIE,BLANKENSHIP,1,40,BACHELOR,WIDOWED,2,3,OWN,AGENT,1,"Overall okay, but there’s room to improve response times.",8,13
668817735430,M,6530 Lake Pl OAK RIDGE,janet.sill@example.com,TN,378306943,JANET,SILL,10,33,DOCTORATE,DIVORCED,3,3,MORTGAGE,AGENT,1,Claims process is confusing and took too long.,4,10
183813752455,M,2555 Lake Blvd SAN ANTONIO,david.ramos@outlook.com,TX,782305943,DAVID,RAMOS,19,40,BACHELOR,WIDOWED,2,3,OWN,AGENT,0,I felt pressured into products that weren’t a good fit.,0,7
16508318356,M,5456 Maple Ln HOUSTON,samuel.kielty@example.com,TX,770431304,SAMUEL,KIELTY,5,61,BACHELOR,WIDOWED,2,2,OWN,AGENT,0,Communication is fair; some steps could be simpler.,8,8
990896917397,M,4497 Pine Dr CATOOSA,gary.combs@gmail.com,OK,740152177,GARY,COMBS,1,39,ASSOCIATE,MARRIED,1,1,OTHER,ADJUSTER,0,"Overall okay, but there’s room to improve response times.",7,4
861178766243,M,5343 Spruce St MIDLAND,amanda.bradley@gmail.com,TX,797052808,AMANDA,BRADLEY,10,54,DOCTORATE,DIVORCED,0,0,OWN,AGENT,0,I felt pressured into products that weren’t a good fit.,0,7
818597531425,F,2525 Lake Blvd PORTER,jacob.szilagy@outlook.com,TX,773651039,JACOB,SZILAGY,9,34,DOCTORATE,DIVORCED,2,2,MORTGAGE,ADJUSTER,0,Service was slow and the experience was frustrating.,5,4
140721466986,F,5086 Birch Ln BOCA RATON,lauren.fiore@yahoo.com,FL,33498,LAUREN,FIORE,10,27,HIGH_SCHOOL,SINGLE,1,2,OWN,AGENT,0,Claims process is confusing and took too long.,0,7
612602063434,F,8534 Elm Ave SAN ANTONIO,krystal.gonzales@example.com,TX,782293227,KRYSTAL,GONZALES,13,65,DOCTORATE,DIVORCED,0,1,MORTGAGE,AGENT,1,I felt pressured into products that weren’t a good fit.,1,7
886462679179,F,2279 Elm Ct LOUISVILLE,james.allen@outlook.com,KY,402997129,JAMES,ALLEN,18,61,BACHELOR,DIVORCED,1,1,OWN,AGENT,0,Service was slow and the experience was frustrating.,4,10
201046186426,M,1526 Maple Ln KATY,ngoc.phung@example.com,TX,774497168,NGOC,PHUNG,9,44,BACHELOR,DIVORCED,3,3,OWN,AGENT,0,Excellent service and clear communication—highly recommend.,10,17
324686726640,F,8740 Oak Pl FT. WALTON BEACH,domenica.carrillo@yahoo.com,FL,32547,DOMENICA,CARRILLO,12,26,BACHELOR,MARRIED,0,0,OWN,AGENT,1,Great value and fast claims support.,10,3
412950765701,M,3801 Hill Way GREEN BAY,giovanna.hernandez@gmail.com,WI,543440001,GIOVANNA,HERNANDEZ,9,36,BACHELOR,MARRIED,3,4,OWN,AGENT,0,I felt pressured into products that weren’t a good fit.,0,6
594452142015,M,115 Oak Blvd URBANDALE,trisha.brown@mail.com,IA,503232733,TRISHA,BROWN,10,24,ASSOCIATE,WIDOWED,2,2,MORTGAGE,ADJUSTER,1,Easy to work with; I feel well covered.,9,10
149903918532,F,8632 River Ter SIMPSONVILLE,kendra.walker@yahoo.com,SC,29680,KENDRA,WALKER,5,54,DOCTORATE,MARRIED,0,1,OTHER,ADJUSTER,1,Communication is fair; some steps could be simpler.,8,1
628438182453,M,6553 Cedar St PFLUGERVILLE,daniel.jr@mail.com,TX,786606071,DANIEL,JR,0,33,ASSOCIATE,DIVORCED,2,3,MORTGAGE,AGENT,0,Premiums keep rising while support is unresponsive.,6,10
281109083885,F,5985 Willow Blvd HOUSTON,cheryl.daniels@gmail.com,TX,77088,CHERYL,DANIELS,1,60,BACHELOR,SINGLE,1,2,MORTGAGE,AGENT,1,Excellent service and clear communication—highly recommend.,10,11
719553182573,F,5673 Spruce St EL PASO,rebecca.monteverde@gmail.com,TX,79932,REBECCA,MONTEVERDE,16,28,BACHELOR,DIVORCED,3,4,OTHER,AGENT,0,"Experience was fine, nothing exceptional.",8,5
228778151604,M,5704 Chestnut Ave DALLAS,james.turco@yahoo.com,TX,752660042,JAMES,TURCO,16,60,MASTER,WIDOWED,0,1,OWN,ADJUSTER,0,Claims process is confusing and took too long.,3,7
486544791192,F,3292 River Ter BIGLERVILLE,jared.roth@yahoo.com,PA,17307,JARED,ROTH,1,46,DOCTORATE,DIVORCED,1,1,OTHER,AGENT,0,Claims process is confusing and took too long.,5,5
922142520241,M,341 Maple Way MESQUITE,kayla.pradia@outlook.com,TX,75149,KAYLA,PRADIA,13,28,HIGH_SCHOOL,SINGLE,2,2,OTHER,ADJUSTER,0,"Experience was fine, nothing exceptional.",7,3
437232617650,F,8750 Lake Pl CROSS PLAINS,michelle.allen@example.com,TX,764435344,MICHELLE,ALLEN,14,57,ASSOCIATE,DIVORCED,0,0,OTHER,ADJUSTER,0,Excellent service and clear communication—highly recommend.,10,15
241660744108,F,7208 Sunset Rd PLANO,taylor.matthews@example.com,TX,75023,TAYLOR,MATTHEWS,18,63,BACHELOR,SINGLE,2,2,OWN,AGENT,0,Premiums keep rising while support is unresponsive.,2,7
599360117707,F,5807 Ash Dr FRESNO,jose.silva@outlook.com,CA,93728,JOSE,SILVA,3,47,BACHELOR,SINGLE,0,1,RENT,AGENT,0,Coverage is acceptable for the price point.,7,2
882036353758,M,2858 Sunset Rd TULSA,john.petray@example.com,OK,741531229,JOHN,PETRAY,1,50,HIGH_SCHOOL,MARRIED,2,3,OTHER,AGENT,1,"Professional team, smooth process from start to finish.",9,6
643737904364,F,7464 Meadow Ave VIRGINIA BEACH,marina.chilco@hotmail.com,VA,234646639,MARINA,CHILCO,9,64,MASTER,WIDOWED,1,2,OWN,AGENT,0,Coverage is acceptable for the price point.,8,11
365082704634,M,8734 Chestnut Ave LUFKIN,donald.byrd@yahoo.com,TX,759014620,DONALD,BYRD,1,58,HIGH_SCHOOL,MARRIED,2,3,MORTGAGE,AGENT,1,Easy to work with; I feel well covered.,10,13
290431442702,M,2802 Pine Ter PLANO,andrew.garrett@hotmail.com,TX,75024,ANDREW,GARRETT,1,61,DOCTORATE,WIDOWED,0,0,OTHER,AGENT,1,"Experience was fine, nothing exceptional.",8,12
947352654192,M,292 River Ter PORTER,heidi.finley@yahoo.com,IN,46304,HEIDI,FINLEY,9,36,MASTER,WIDOWED,0,0,RENT,AGENT,0,Service was slow and the experience was frustrating.,1,7
148140176116,M,5216 Maple Ln BALCH SPRINGS,hamid.alli@example.com,TX,75180,HAMID,ALLI,5,55,HIGH_SCHOOL,MARRIED,3,3,OTHER,AGENT,1,Claims process is confusing and took too long.,5,10
32856902065,F,8165 Lake Blvd GREENSBURG,regina.dang@outlook.com,PA,15601,REGINA,DANG,13,42,MASTER,DIVORCED,0,1,OTHER,AGENT,0,I felt pressured into products that weren’t a good fit.,5,10
951510277077,M,1177 River Dr HOUSTON,valerie.parker@mail.com,TX,77088,VALERIE,PARKER,1,35,ASSOCIATE,MARRIED,0,1,RENT,AGENT,0,Coverage is acceptable for the price point.,8,3
199730410385,M,7485 Willow Blvd REISTERSTOWN,ruth.sliviak@gmail.com,MD,211362002,RUTH,SLIVIAK,6,64,MASTER,MARRIED,1,2,MORTGAGE,AGENT,0,Communication is fair; some steps could be simpler.,7,4
251687869048,M,7148 Sunset Rd MIAMI,kevin.donates@example.com,FL,33126,KEVIN,DONATES,6,63,BACHELOR,WIDOWED,1,2,OTHER,AGENT,0,Communication is fair; some steps could be simpler.,7,12
945908011195,F,1295 Lake Blvd BEATRICE,robert.moran@outlook.com,NE,683103475,ROBERT,MORAN,1,29,ASSOCIATE,WIDOWED,1,2,RENT,AGENT,0,Claims process is confusing and took too long.,2,7
187199371320,F,1420 Oak Pl EL PASO,brandon.collins@yahoo.com,TX,79934,BRANDON,COLLINS,6,53,HIGH_SCHOOL,MARRIED,1,1,OWN,AGENT,0,"Professional team, smooth process from start to finish.",10,16
