NPN,LICENSE_NUMBER,NAME,LICENSE_TYPE,QUALIFICATION,ISSUE_DATE,EXPIRATION_DATE,CITY,STATE,POSTAL_CODE,PROVINCE,HOME_STATE,REPCRD,BDFIRMCRD,BROKERDEALER_NAME,GENDER,INSURANCE_LICENSE_FLAG,AGENT_EMAIL_VALIDATION_FLAG,INDEPENDENT_CONTRACTOR_FLAG,SELING_AGENT_FLAG,FIRM_ASSOCIATED,AGENT_DOB,SE2_HIRE_DATE,AUM_SELFREPORTED,RETIREMENT_PROD_SELLER,BRANCH_TYPE,STATE_REGISTERED,FIRST_POLICY_SOLD,AGENT_TENURE,PRIOR_FIRM_CRD,PRIOR_FIRM_LAST_DATE,PRIOR_FIRM_START_DATE
21508511,3358257,CARL BOYER,Public Insurance Adjuster,NONE,1751846400000,2027-03-31,SPRING,TX,77379,null,MA,838012,71253,Heffernan Insurance Brokers,F,1,1,1,1,1,-141350400000,1556755200000,0,,Independent,"MA,WY,FL,CT",1563667200000,6.3,38327,2014-09-01,2010-04-08
19356424,2471282,KIMBERLY NICHOLETTI,Adjuster - DHS Texas,Adjuster - P&C DHS TX,1574294400000,2025-09-30,COLUMBUS,OH,432152226,null,MA,684242,83182,The Liberty Company Insurance Brokers,F,1,1,,,1,386985600000,1583798400000,45860608,1,Independent,"MA,VT",1591315200000,5.4,null,null,null
21305075,3229213,CHANDLER KUJAWA,Life Agent,Life Agent/Agency,1725926400000,2026-10-31,ORCHARD PARK,NY,14127,null,NH,841573,62370,EPIC Insurance Brokers & Consultants,F,1,1,1,,1,-137376000000,1270080000000,4527396,1,Independent,NH,1275868800000,15.4,89621,2005-09-08,2002-10-19
18043387,2192391,BERNADETH MAJESKY,Life Agent,Life Agent/Agency,1496275200000,2026-04-30,INDIANAPOLIS,IN,46219,null,PA,408008,77580,Relation Insurance Inc.,M,1,1,1,,1,494812800000,1514332800000,6748066,1,Wirehouse,"PA,ND,KS,DE",1529798400000,7.6,25486,2014-04-19,2008-01-01
20451740,3183525,JONATHAN MCCLINTON,General Lines Agent,"Life, Accident, Health & HMO",1717459200000,2026-08-31,CHICAGO,IL,606066400,null,NE,718889,67653,EPIC Insurance Brokers & Consultants,F,,1,,,1,550368000000,1119830400000,3030512,,Wirehouse,"NE,CT,ID",1128384000000,20.1,null,null,null
18706075,3201401,ROCIO LUNA RAMIREZ,General Lines Agent,Property and Casualty,1720742400000,2026-01-31,BELLFLOWER,CA,907065439,null,DC,132849,98899,IMA,M,1,1,1,1,1,778550400000,1170288000000,5478540,,Wirehouse,"DC,ID",1170806400000,18.5,13897,2004-05-19,2003-04-05
21678976,3371071,BRENDA FLORES,Adjuster,Adjuster - All Lines,1754006400000,2027-11-30,SAN ANTONIO,TX,78216,null,MN,835827,16364,Swingle Collins & Associates Inc.,F,1,,1,1,1,-346896000000,1580515200000,4401462,,Wirehouse,"MN,VA,KY",1595030400000,5.5,69647,2018-12-07,2017-08-06
12108744,2830630,JACLYN O TOOLE,Life Agent,Life Agent/Agency,1650585600000,2026-01-31,SAN FRANCISCO,CA,941052788,null,NJ,181953,39466,Rich & Cartmill Inc.,M,1,1,1,1,1,380419200000,1715126400000,719506,,Independent,NJ,1729296000000,1.3,null,null,null
19661948,2580416,ANTHONY WRIGHT,Adjuster,Adjuster - All Lines,1602028800000,2026-06-30,DALLAS,TX,752660042,null,AL,845917,99212,Sunstar Insurance Group,M,1,1,,1,1,-346032000000,1330992000000,3682123,1,Wirehouse,AL,1331769600000,13.4,13136,2007-10-13,2006-09-23
19844523,2756944,KERRI SPAYD,General Lines Agent,Property and Casualty,1635379200000,2027-01-31,HAMPTON,GA,30228,null,KY,151190,99792,Moody Insurance Agency Inc.,F,1,1,,1,1,-374544000000,1504656000000,2806458,,Regional,"KY,AZ,WI",1508371200000,7.9,90617,2015-08-04,2011-07-12
21203888,3203210,KRISTIN CRAWFORD,General Lines Agent,Property and Casualty,1721174400000,2026-04-30,DETROIT,MI,48217,null,NM,739068,69867,Sihle Insurance Group Inc.,M,,1,1,1,1,973209600000,1403913600000,2321392,,Independent,"NM,DC",1418947200000,11.1,11827,2013-08-17,2010-09-07
19703069,2810100,ASHLEY WEBB,Pers Lines Prop and Cas Agent,Personal Lines Prop and Cas,1646784000000,2026-03-31,FREDERICKSBURG,VA,224077353,null,KS,762161,14675,Moreton & Company,F,1,1,1,1,,-266544000000,1349136000000,28556634,1,Wirehouse,"KS,SC,VT,WA",1354320000000,12.9,null,null,null
767095,949442,DAVID MCCOOL,General Lines Agent,"Life, Accident, Health & HMO",889747200000,2026-04-30,DALLAS,TX,752343849,null,FL,924963,65427,Hilb Group,F,1,1,,,1,676684800000,1255737600000,2965163,1,Wirehouse,"FL,MD,VT",1259712000000,15.8,36642,2005-01-31,1997-06-05
19630142,2561840,KRISTINA JOHNSON,General Lines Agent,"Life, Accident, Health & HMO",1598918400000,2026-08-31,BURKBURNETT,TX,763542830,null,CO,469814,13935,Huntington Insurance,M,1,1,,1,1,297302400000,1644883200000,2050887,1,Independent,"CO,CT,NC",1657756800000,3.5,null,null,null
2986651,3099523,STEVEN DUNBAR,General Lines Agent,"Life, Accident, Health & HMO",1700092800000,2026-02-28,MIDLOTHIAN,VA,231130000,null,WI,824985,40460,Swingle Collins & Associates Inc.,M,1,1,1,1,1,897436800000,1427155200000,0,,Wirehouse,"WI,MA",1429142400000,10.4,null,null,null
21186476,3180781,SHARLENE BARRETO,General Lines Agent,Property and Casualty,1716940800000,2026-05-31,POTTSTOWN,PA,19464,null,NJ,687642,13597,Insurance Office of America Inc.,F,1,1,,1,1,203731200000,1138579200000,4448030,1,Independent,NJ,1138579200000,19.5,null,null,null
20537619,2955265,GUNTHER BRON,General Lines Agent,"Life, Accident, Health & HMO",1674777600000,2025-10-31,MANCHESTER,NH,03109,null,SD,243124,18347,Alera Group,M,1,1,,1,1,-21772800000,1584489600000,0,,Regional,"SD,MD",1594339200000,5.4,24468,2019-03-04,2013-03-16
8779570,2148875,ELIZABETH KOSTICHKA,General Lines Agent,"Life, Accident, Health & HMO",1481155200000,2026-04-30,GREEN BAY,WI,543117219,null,SD,876135,85249,TWFG,M,1,1,1,1,1,-139017600000,1355961600000,0,,Regional,SD,1363910400000,12.7,null,null,null
18984832,2670394,ERIC GOLDSMITH,General Lines Agent,"Life, Accident, Health & HMO",1621123200000,2027-08-31,BRONX,NY,10463,null,AK,899711,60208,Inszone Insurance,F,,1,,1,1,227491200000,1431907200000,0,,Wirehouse,"AK,SC",1432339200000,10.2,25735,2014-04-21,2007-08-24
13898818,1935120,TYLER JOHNSON,Pers Lines Prop and Cas Agent,Personal Lines Prop and Cas,1408320000000,2027-06-30,ST AUGUSTINE,FL,320958630,null,OH,254700,50508,Towne Insurance,M,1,1,1,1,1,605664000000,1230508800000,4382350,1,Bank,"OH,AR,SD",1239148800000,16.6,65114,2007-12-10,2000-06-14
16496593,1770490,TAMMY ROARK,Adjuster - DHS Texas,Adjuster - All Lines DHS TX,1340150400000,2027-03-31,COLE CAMP,MO,65325,null,MN,293233,99994,Atlas Insurance Agency,F,1,1,,1,1,848707200000,1189468800000,0,,Independent,"MN,DE,MS,RI",1190246400000,17.9,null,null,null
11124637,3279453,JESSICA JANKOWIAK,General Lines Agent,Property and Casualty,1736208000000,2027-12-31,EVANSTON,IL,60201,null,ME,597166,89646,Buckner Company,M,1,,1,1,,858470400000,1419724800000,0,,Wirehouse,"ME,IN",1433289600000,10.6,38740,2010-07-04,2008-06-25
20727914,3011029,OLUGBEMIGA OGUNSEYE,Life Agent,Life Agent/Agency,1684972800000,2027-06-30,FORNEY,TX,75126,null,NH,322350,50614,EPIC Insurance Brokers & Consultants,F,1,1,,1,,111369600000,1327276800000,2138018,,Regional,"NH,KY,AZ",1331942400000,13.6,18765,2011-06-08,2008-12-23
19928916,3347858,KATHERINE ZAVALETA-GONZALEZ,Life Agent,Life Agent/Agency,1749600000000,2027-03-31,GLENDALE,CA,912031152,null,NV,475271,25780,Christensen Group Inc.,F,1,1,,1,1,-232502400000,1268092800000,0,,Independent,NV,1272931200000,15.4,40904,2009-02-19,2002-04-08
20979148,3240844,SAMONA BROWN,General Lines Agent,"Life, Accident, Health & HMO",1727827200000,2026-01-31,BATON ROUGE,LA,708030001,null,WV,437635,68302,Moreton & Company,M,1,1,,,1,770601600000,1124928000000,2533059,,Independent,"WV,WA,HI,NJ",1131062400000,20,null,null,null
20724251,3097959,ALEX FLORES,Life Agent,Life Agent/Agency,1699833600000,2025-12-31,RIVERSIDE,CA,925089482,null,NE,990122,45862,TIS Insurance Services Inc.,F,1,,1,,1,359424000000,1716163200000,1235029,1,Independent,"NE,OK,AK,MS",1731024000000,1.2,55678,2022-09-18,2016-06-12
21415049,3290281,MARK CATHERALL,Life Agent,Life Agent/Agency,1738540800000,2027-01-31,MANSFIELD,MA,02048,null,ME,665962,62975,Towne Insurance,M,1,1,,,1,820195200000,1558915200000,1528282,,Independent,"ME,NE,RI,SC",1568592000000,6.2,null,null,null
20735903,3239847,CARY HART,Life Agent,Life Agent/Agency,1727654400000,2026-12-31,CAYCE,SC,29033,null,UT,628950,36449,Marshall + Sterling Enterprises Inc.,M,1,1,,1,1,-24796800000,1275696000000,5124332,,Independent,"UT,MS",1278201600000,15.2,38064,2006-04-22,2003-07-27
19249771,2473847,SHANIKIA WILLIAMS,Adjuster,Adjuster - All Lines,1575331200000,2025-09-30,MAYFIELD VILLAGE,OH,441431589,null,CA,485038,25589,Robertson Ryan Insurance,M,1,1,1,,1,700963200000,1337644800000,4487099,,Wirehouse,"CA,LA",1342915200000,13.2,61744,2011-06-25,2008-02-13
16697976,2041311,SAMANTHA GEORGE,General Lines Agent,"Life, Accident, Health & HMO",1445990400000,2027-01-31,EDGEWATER,FL,321414029,null,IA,598357,61018,Atlas Insurance Agency,F,1,1,1,1,,-73699200000,1131753600000,0,,Wirehouse,IA,1139702400000,19.8,92682,2003-02-15,2000-10-05
13377176,1783094,SAMUEL DRUVENGA,Adjuster,Adjuster - P&C,1346025600000,2027-03-31,WAUKEE,IA,50263,null,HI,438886,47257,Huntington Insurance,F,1,,,1,1,218592000000,1594252800000,0,,Independent,"HI,ND",1606521600000,5.1,12466,2017-03-19,2009-09-25
21528118,3310503,CRISTINA BLANCO,General Lines Agent,"Life, Accident, Health & HMO",1742428800000,2027-09-30,LAVON,TX,75166,null,MI,145062,43349,Paramount Exclusive Insurance Services Inc.,M,,1,1,1,,973641600000,1614297600000,19468080,1,Regional,"MI,WV,SD",1615075200000,4.5,27787,2020-01-01,2017-12-16
20674838,2998988,JORDAN COOK,Adjuster,Adjuster - All Lines,1682899200000,2025-10-31,WINTER HAVEN,FL,33880,null,NE,732638,66550,Houchens Insurance Group,F,1,1,,1,1,75686400000,1465084800000,0,,Wirehouse,"NE,IN,HI",1475798400000,9.2,84149,2014-08-03,2011-01-19
21145992,3163398,TROY HALL,General Lines Agent,"Life, Accident, Health & HMO",1713398400000,2026-09-30,BOYD,TX,76023,null,NH,722455,63307,Sterling Seacrest Pritchard,M,,1,1,,,280972800000,1599436800000,8629882,1,Wirehouse,NH,1610841600000,4.9,null,null,null
20687990,2993819,YOLANDA JACKSON,Pers Lines Prop and Cas Agent,Personal Lines Prop and Cas,1681862400000,2025-12-31,CORSICANA,TX,751101865,null,SD,155682,52282,BroadStreet Partners Inc.,F,1,1,,1,1,89683200000,1494028800000,6321118,1,Regional,"SD,DC,MT,WY",1509235200000,8.3,null,null,null
20755809,3023606,NICOLAS TAYLOR,General Lines Agent,"Life, Accident, Health & HMO",1687305600000,2025-09-30,AUSTIN,TX,78717,null,RI,490459,73588,Kapnick Insurance Group,F,1,1,,1,1,-333331200000,1295308800000,0,,Independent,"RI,PA,TX,CO",1304121600000,14.6,59936,2006-03-01,2000-01-22
15050102,1592147,BERTA MEDINA,General Lines Agent,Property and Casualty,1254873600000,2026-01-31,SAN ANTONIO,TX,78232,null,DC,142535,97517,Insurance Office of America Inc.,F,1,1,1,1,1,964742400000,1731715200000,13994072,1,Wirehouse,"DC,WI,OR,DE",1746662400000,0.7,72700,2023-02-10,2018-12-25
19808583,2819305,DANIELLE BURGETT,Adjuster,Adjuster - All Lines,1648512000000,2026-03-31,MINOT,ND,587031836,null,UT,293900,75953,TrueNorth,M,1,1,,1,1,-185068800000,1288656000000,0,,Independent,"UT,TX",1302220800000,14.8,48883,2006-10-16,1999-04-05
5311591,1094554,DANIEL BROWN,General Lines Agent,"Life, Accident, Health & HMO",987638400000,2026-12-31,LEANDER,TX,786413410,null,CO,344808,55017,CCIG,M,1,1,,,1,890092800000,1531353600000,0,,Regional,"CO,WV",1545091200000,7.1,79403,2015-09-28,2010-11-14
19306813,2771976,RAOUL BLONCOURT,Adjuster,Adjuster - P&C,1638489600000,2025-08-31,DALLAS,TX,752660042,null,DC,554053,48360,The Liberty Company Insurance Brokers,M,1,1,,1,1,105840000000,1500681600000,1419650,1,Independent,"DC,CT,SC,GA",1512950400000,8.1,30306,2016-03-19,2009-08-19
18545537,3204351,JESSICA CRANE,General Lines Agent,"Life, Accident, Health & HMO",1721347200000,2026-04-30,CONROE,TX,77384,null,MN,334510,83369,JMG,F,1,1,,,1,41644800000,1182297600000,4830817,1,Regional,"MN,CO,NE",1196467200000,18.2,39557,2002-04-14,1997-08-13
15156065,2986146,DAVID STEVENS,General Lines Agent,Property and Casualty,1680652800000,2025-11-30,NEW BRAUNFELS,TX,78130,null,IL,430004,20263,Reliance Partners,F,1,1,,1,1,934848000000,1727568000000,5009262,1,Wirehouse,"IL,NM,VA",1728691200000,0.9,null,null,null
19554797,2534023,LUKE CLEMENTS,General Lines Agent,Property and Casualty,1592956800000,2026-03-31,FLORESVILLE,TX,78114,null,ME,708987,16426,Cross Insurance,M,1,1,1,1,1,522374400000,1416873600000,0,,Independent,"ME,AR",1417046400000,10.7,29750,2010-01-20,2005-12-05
10359015,2834147,SHELLEY KNIGHT,Life Agent,Life Agent/Agency,1651449600000,2026-12-31,WAYNESBORO,VA,229803418,null,WY,401979,24127,Turner Surety & Insurance Brokerage,M,1,,1,,,-334800000000,1187481600000,1521158,1,Wirehouse,"WY,VT,MT,CA",1187654400000,18,null,null,null
21180540,3192365,JOHN CORDWELL,General Lines Agent,"Life, Accident, Health & HMO",1719014400000,2026-02-28,CHICAGO,IL,60614,null,MS,469313,83510,The Mahoney Group,F,1,1,,,,361411200000,1618012800000,2690984,,Independent,"MS,SD",1632441600000,4.4,null,null,null
15811428,1797441,ALEXIS LOPEZ,Life Agent,Life Agent/Agency,1352160000000,2027-04-30,COLORADO SPRINGS,CO,809041157,null,OH,294525,29271,World Insurance Associates LLC,M,,1,,1,1,932774400000,1633305600000,5268560,1,Wirehouse,"OH,CA,TX,SD",1639180800000,3.9,72901,2020-12-04,2019-02-23
8528383,2643719,LAMONT BROCK,Adjuster,Adjuster - All Lines,1615852800000,2027-08-31,DALLAS,TX,752660042,null,VA,161379,50653,Insurance Office of America Inc.,M,1,1,1,,1,358732800000,1390176000000,5332310,,Wirehouse,"VA,IL",1390521600000,11.6,68911,2010-03-08,2003-07-02
20702542,3054733,ERIN MCKAY,Adjuster,Adjuster - P&C,1692662400000,2025-08-31,OWOSSO,MI,48867,null,ME,185459,47395,CCIG,F,1,1,1,1,1,349920000000,1672617600000,6756266,1,Independent,"ME,OR,CA,NJ",1686960000000,2.6,51094,2021-02-09,2013-07-04
18280208,2161070,BRENDA HILL,Adjuster,Adjuster - P&C,1485734400000,2025-11-30,BOSTON,MA,021165066,null,WA,128855,57652,The Mahoney Group,M,1,1,,1,1,67219200000,1530835200000,0,,Wirehouse,"WA,AZ,AK,MA",1534896000000,7.1,90225,2014-10-26,2012-11-23
21431579,3328877,SARAH WOOD,Pers Lines Prop and Cas Agent,Personal Lines Prop and Cas,1745971200000,2027-09-30,POWAY,CA,92064,null,RI,639449,30746,Swingle Collins & Associates Inc.,M,1,1,1,,1,614995200000,1550793600000,8440497,,Independent,"RI,OK,VA,OH",1559520000000,6.5,27918,2017-09-29,2010-11-26
19771476,2987248,BILJANA RISTESKI,General Lines Agent,Property and Casualty,1680739200000,2027-07-31,BURR RIDGE,IL,605275703,null,AL,978375,92637,Ansay & Associates LLC,M,1,1,,,,-373852800000,1680825600000,0,,Independent,AL,1687824000000,2.4,51780,2021-04-03,2013-07-02
21261709,3235136,MARQUES MAXWELL,General Lines Agent,"Life, Accident, Health & HMO",1726790400000,2026-07-31,RIVIERA BEACH,FL,33404,null,IA,441929,23112,Higginbotham,M,1,1,,1,1,-267408000000,1316822400000,6781561,,Bank,"IA,AZ,CT,KY",1328745600000,13.9,12496,2007-09-12,2001-07-27
18883202,3022978,CASSIDY RUFFER,Adjuster - DHS Texas,Adjuster - All Lines DHS TX,1687219200000,2027-10-31,READING,PA,19609,null,KY,240368,79169,Lockton,F,1,1,1,1,1,757468800000,1377561600000,1030522,,Regional,"KY,DC",1392076800000,12,19638,2012-12-06,2006-09-11
18469556,2333867,MILES HONENS,General Lines Agent,"Life, Accident, Health & HMO",1536192000000,2025-08-31,SAN FRANCISCO,CA,941231910,null,CO,829061,23677,Trucordia,F,,1,1,,1,705888000000,1356220800000,9573646,1,Independent,CO,1358467200000,12.6,null,null,null
21313843,3309027,FELICIA FLORES,General Lines Agent,"Life, Accident, Health & HMO",1742169600000,2027-01-31,LUBBOCK,TX,79423,null,LA,483978,76350,Hotchkiss Insurance,M,1,1,1,,1,-263865600000,1215734400000,0,,Bank,"LA,ME,HI,KS",1218412800000,17.1,14173,2006-11-11,2002-05-14
1217193,828527,SAMUEL HINES,General Lines Agent,Property and Casualty,611366400000,2027-06-30,NORTH RICHLAND HILLS,TX,761828668,null,TX,911450,45350,EPIC Insurance Brokers & Consultants,M,,1,,,1,407376000000,1690243200000,5133460,,Independent,"TX,IL,VA,OH",1690502400000,2.1,26000,2021-02-04,2019-06-20
21064681,3129283,NANCY GONZALEZ,General Lines Agent,"Life, Accident, Health & HMO",1707091200000,2026-10-31,HOUSTON,TX,770224026,null,OH,537620,75345,Leavitt Group,F,1,1,1,1,1,587347200000,1104796800000,8876603,,Wirehouse,"OH,GA",1109808000000,20.6,64687,2000-10-06,1999-03-31
18995331,2364641,CLAUDIA GALNARES,Adjuster,Adjuster -  Worker's Comp.,1544572800000,2026-12-31,PROGRESO,TX,785791591,null,SD,215028,31624,AssuredPartners,F,1,1,1,1,1,671673600000,1124150400000,8568867,1,Wirehouse,SD,1137628800000,20,89206,2004-06-30,2002-10-10
15943313,2498443,AISHA JENKINS,Adjuster - DHS Texas,Adjuster - P&C DHS TX,1583193600000,2027-07-31,PORTSMOUTH,VA,237014150,null,KY,888760,80369,The Daniel and Henry Company,F,1,1,1,1,1,-127094400000,1331856000000,2530527,,Independent,"KY,MN",1341100800000,13.4,null,null,null
17229266,2580294,DANIEL ANGUIANO,Life Agent,Life Agent/Agency,1601942400000,2026-03-31,PHOENIX,AZ,85008,null,KY,298081,50411,Signers National LLC,F,1,1,1,1,1,421545600000,1275955200000,0,,Independent,"KY,MA,AK",1286582400000,15.2,null,null,null
6068304,1343089,LAURIE ZAMPINO,General Lines Agent,Property and Casualty,1124150400000,2025-11-30,GROVE,OK,743447475,null,NV,818648,28228,ALKEME,F,1,,1,1,1,554515200000,1256860800000,3003937,1,Independent,NV,1263254400000,15.8,95667,2004-06-10,2002-07-19
16197391,1681426,THERESA CYR,Adjuster,Adjuster - All Lines,1302652800000,2025-06-30,SUMMERDALE,AL,365803644,null,CO,879097,99060,IMA,F,1,1,,1,1,160358400000,1538179200000,1754266,,Regional,"CO,DE",1548374400000,6.9,32055,2017-04-01,2013-04-05
21406128,3268614,MONICA HERNANDEZ RAMIREZ,General Lines Agent,Property and Casualty,1733356800000,2026-05-31,FATE,TX,75087,null,MS,886656,10453,Kapnick Insurance Group,F,1,1,1,1,1,138844800000,1425686400000,0,,Regional,MS,1435622400000,10.4,null,null,null
18726069,2278843,EMILY KATE TUCKER,Escrow Officer,NONE,1520812800000,2027-04-30,LEWISVILLE,TX,750772922,null,TX,993151,72908,CAC Group,M,1,1,,1,1,-344822400000,1200960000000,37866147,1,Bank,"TX,IA,MO",1209859200000,17.6,null,null,null
8479397,3060484,JESSICA ANDEL,General Lines Agent,Property and Casualty,1693526400000,2027-10-31,SAINT PAUL,MN,551194220,null,KS,335567,10100,Sihle Insurance Group Inc.,F,1,1,1,1,1,235785600000,1424822400000,0,,Bank,"KS,GA,WV",1425859200000,10.5,86352,2014-01-23,2007-01-29
20475604,2909872,DARSHANAE JONES,General Lines Agent,"Life, Accident, Health & HMO",1665100800000,2026-08-31,HAMMOND,IN,46324,null,LA,909753,57125,Relation Insurance Inc.,F,1,1,1,1,1,-348019200000,1459987200000,17166815,1,Independent,"LA,RI,OH,NM",1461196800000,9.4,46696,2011-11-27,2010-10-06
21264550,3282260,CHERI MCBRIDE,Pers Lines Prop and Cas Agent,Personal Lines Prop and Cas,1736812800000,2027-09-30,STAFFORD,VA,225565912,null,AR,784832,58065,Buckner Company,F,1,,1,1,1,156816000000,1155081600000,29819735,1,Independent,"AR,IA",1165795200000,19,18795,2004-03-17,1999-11-07
2979117,511073,CHRISTOPHER HARRIS,Adjuster,Adjuster - P&C,931996800000,2026-03-31,WHITEWRIGHT,TX,754918609,null,MN,130563,63266,NavSav Insurance,F,,1,1,,1,834796800000,1527984000000,0,,Wirehouse,MN,1528416000000,7.2,57950,2014-02-27,2011-02-23
1704616,2032777,PHILIP CRAWFORD,General Lines Agent,Property and Casualty,1442966400000,2027-10-31,LYNNFIELD,MA,01940,null,NJ,823603,87613,Keystone Agency Partners LLC,M,1,1,1,1,1,8985600000,1530921600000,1751111,,Independent,NJ,1532822400000,7.1,57384,2017-12-03,2013-02-04
1676295,1813529,DEBRA MCLELLAND,General Lines Agent,Property and Casualty,1361232000000,2027-07-31,BENTONVILLE,AR,727123867,null,WY,172609,49278,Watkins Insurance Group,M,1,1,1,1,1,48211200000,1585353600000,6074667,,Regional,"WY,NY,NC,IA",1590192000000,5.4,45458,2014-12-26,2011-12-26
9640494,1482103,MICHAEL PAULZAK,General Lines Agent,"Life, Accident, Health & HMO",1199836800000,2026-07-31,FORT WALTON BEACH,FL,325485253,null,CA,278135,87265,Shepherd Insurance,F,1,1,1,1,1,387331200000,1506211200000,6631056,1,Bank,"CA,CO,NE",1514851200000,7.9,null,null,null
21183136,3183023,FERNANDO AYASI,General Lines Agent,"Life, Accident, Health & HMO",1717372800000,2026-01-31,SAN ANTONIO,TX,78254,null,TN,152102,52876,Higginbotham,M,1,1,1,1,,687225600000,1484352000000,5470584,,Independent,"TN,IA,GA",1494720000000,8.6,72124,2015-04-29,2013-05-09
21523914,3316720,ADARIOUS JONES,Temp General Lines - LAH Agent,"Temp. Life,  A&H, HMO",1743638400000,2025-09-30,HOUSTON,TX,77077,null,NJ,425143,51672,Hausmann Group,M,1,1,1,1,1,735004800000,1669161600000,11786578,1,Independent,"NJ,VT",1682899200000,2.7,33845,2017-07-18,2010-04-19
18740994,2845961,ROSA TEIXEIRA,Life Agent,Life Agent/Agency,1653609600000,2026-02-28,NORTH ATTLEBORO,MA,027603932,null,WI,606392,88670,Turner Surety & Insurance Brokerage,M,1,1,1,1,,653184000000,1377475200000,9063791,,Independent,WI,1388448000000,12,40176,2012-04-24,2004-08-16
18026982,2108822,ERIK CUNNINGHAM,Adjuster,Adjuster - P&C,1468972800000,2026-07-31,DALLAS,TX,752660042,null,MS,638659,71478,Alera Group,M,,1,,1,1,556934400000,1183939200000,2388713,,Wirehouse,"MS,WV",1197849600000,18.1,null,null,null
67388,2133788,NORMAN ECCARIUS,Life Agent,Life Agent/Agency,1476403200000,2026-03-31,ST CHARLES,MO,63303,null,DE,269814,73334,NavSav Insurance,F,1,1,,1,1,-244512000000,1277424000000,0,,Regional,DE,1289433600000,15.1,52774,2005-02-24,1999-11-19
21620427,3354382,VIANCA DIAZ-SOTO,Adjuster,Adjuster - All Lines,1750896000000,2027-05-31,LAKELAND,FL,33810,null,NY,582067,97829,Crest Insurance Group,M,1,1,,,1,-30758400000,1371859200000,5090029,1,Independent,"NY,UT",1376784000000,12.2,84116,2012-08-19,2005-06-13
3100503,1421636,JOHN PANETTIERE,General Lines Agent,"Life, Accident, Health & HMO",1164153600000,2025-10-31,ATLANTA,GA,303052451,null,MT,149562,63211,Turner Surety & Insurance Brokerage,F,1,1,1,1,1,359251200000,1706313600000,1439384,1,Independent,MT,1717372800000,1.6,null,null,null
20968008,3138336,YUDEISY URDANETA ALVAREZ,General Lines Agent,"Life, Accident, Health & HMO",1708646400000,2026-01-31,MIAMI,FL,33172,null,LA,578011,63430,TRICOR Insurance,M,1,1,,1,1,-8467200000,1186099200000,978010,,Wirehouse,"LA,MI",1201478400000,18,26251,2002-06-20,1998-11-29
21564727,3324370,MARIA VELASCO,"Life Agt Not Exceeding $25,000","Life Ins Not Exceeding $25,000",1745193600000,2027-05-31,FORT WORTH,TX,761063934,null,VA,857968,84159,Ansay & Associates LLC,F,1,1,,1,1,171936000000,1244160000000,1028330,,Wirehouse,VA,1251676800000,16.2,75226,2004-04-03,2002-07-09
17898292,3246992,STEPHEN SPAULDING,General Lines Agent,"Life, Accident, Health & HMO",1728950400000,2026-06-30,PARK CITY,UT,840984620,null,OH,393350,43565,Acrisure LLC,M,1,1,1,,1,-188092800000,1630108800000,7472893,,Independent,"OH,NY",1644796800000,4,10656,2020-11-03,2018-01-04
20326931,3343012,LAUREN SCHMITT,Adjuster,Adjuster - P&C,1748822400000,2027-06-30,TONAWANDA,NY,142171120,null,MT,536748,21768,James G Parker Insurance Associates,M,1,1,,1,1,674870400000,1427673600000,5622741,,Independent,MT,1441497600000,10.4,45052,2013-11-14,2007-06-27
18230539,2149889,ROSA FLORES CHAVEZ,General Lines Agent,"Life, Accident, Health & HMO",1481328000000,2026-12-31,HOUSTON,TX,770632445,null,IA,734095,60963,Towne Insurance,F,,,,1,1,674352000000,1147996800000,9246906,1,Independent,"IA,RI",1152403200000,19.2,83834,2004-04-23,1998-02-01
20853876,3067907,TEMITOPE KEHINDE,General Lines Agent,"Life, Accident, Health & HMO",1694736000000,2025-05-31,HOUSTON,TX,77053,null,MT,261776,82628,R&R Insurance Services Inc.,F,1,1,1,1,1,739324800000,1468713600000,9487389,1,Independent,"MT,MN,CA",1475193600000,9.1,null,null,null
21267560,3208509,DENISE CUE,General Lines Agent,"Life, Accident, Health & HMO",1722211200000,2026-01-31,ROWLETT,TX,750893010,null,WY,519158,37288,TRICOR Insurance,F,,1,,,1,864086400000,1687824000000,6178497,1,Independent,"WY,MD",1688774400000,2.1,28075,2020-07-17,2013-05-22
20284462,3109872,JACOB MCNIEL,General Lines Agent,"Life, Accident, Health & HMO",1702425600000,2025-08-31,PRAIRIE VILLAGE,KS,662085303,null,MN,167257,54612,Leavitt Group,M,1,1,,1,1,-252374400000,1365379200000,0,,Independent,"MN,AK,AZ,KY",1377129600000,12.4,70117,2011-04-14,2003-05-21
21215296,3220581,NICK TOPALOF,General Lines Agent,"Life, Accident, Health & HMO",1724284800000,2026-03-31,MOORHEAD,MN,56560,null,AR,153105,99580,Heffernan Insurance Brokers,M,1,1,1,1,1,-149731200000,1482105600000,12433612,1,Independent,"AR,MD,CO,WA",1483660800000,8.7,12157,2012-04-30,2006-11-28
20671893,3005155,CLAUDIA RODRIGUEZ,Adjuster,Adjuster - All Lines,1683849600000,2027-10-31,NASHVILLE,TN,37221,null,NJ,562096,74505,Paramount Exclusive Insurance Services Inc.,F,,1,1,,1,-93398400000,1358726400000,0,,Independent,"NJ,WV,OR",1363996800000,12.6,null,null,null
